,,,,,,,,,,,,,,Alt text for submission,"Optional long description or review note for complex figures, diagrams, or charts"
ALT-0208,en,Part 14: Practical Projects,P11,Project 11: Reproducing Mini-DeepSeek Pre-training,docs/en/part14/p11_mini_deepseek.md,79,P11-1,Mini-DeepSeek Data Pipeline,Mini-DeepSeek Data Pipeline,docs/images/part14/Yu-Project11-Fig02-EN.svg,yes,950x500,svg,Mini-DeepSeek Multi-Source Pre-Training Data Pipeline Architecture.,"Mini-DeepSeek data pipeline showing OpenWebMath, arXiv, FineWeb-Edu, and The Stack v2 entering a multi-source sampler, followed by cross-source MinHash deduplication, tokenization, packing, shuffling, Arrow shards, and training."
ALT-0209,en,Part 14: Practical Projects,P12,Project 12: R1 Reasoning Flywheel,docs/en/part14/p12_r1_reasoning_flywheel.md,97,P12-1,Figure P12-1,Figure P12-1,docs/images/part14/p12/Wang-Project12-Fig01.svg,yes,1774x887,svg,"The closed-loop structure from cold-start data extraction, multi-path reasoning sampling, verifier pool, and rejection sampling to second-round SFT merging and training evaluation showing the main sequence and control points from Raw Problem Set, (MATH/GSM8K), Component 1: Cold-Start Data Extraction, (Seed Injection), Output.","The figure expands The closed-loop structure from cold-start data extraction, multi-path reasoning sampling, verifier pool, and rejection sampling to second-round SFT merging and training evaluation into labeled components: Raw Problem Set, (MATH/GSM8K), Component 1: Cold-Start Data Extraction, (Seed Injection), Output, messages-formatted data, Key point, emphasize formatting, (Reasoning + Final Answer) to provide, the flywheel with an initial reasoning, template and language style, Core script, sample_traces.py, Component 2: Multi-Path Reasoning Sampling. Additional labels include (Exploration Stage), Prompt, Candidate Trace, Backend support, supports vLLM or, OpenAI API, Recorded information, • sampling parameters. Read left to right or around the loop as a data-engineering process, with upstream artifacts transformed, validated, and packaged for downstream training or governance use."
ALT-0210,en,Part 14: Practical Projects,P13,Project 13: Multimodal Instruction Factory,docs/en/part14/p13_multimodal_instruction_factory.md,84,2026-01-13T00:00:00,Multimodal Instruction Factory,Multimodal Instruction Factory,docs/images/part14/Yu-Project13-Fig02-EN.svg,yes,1000x730,svg,Qwen-VL-style multimodal instruction synthesis pipeline.,"Multimodal instruction factory workflow with five stages: seed selection, instruction generation, quality scoring, LLM-as-judge review, and expansion and packing into a final training dataset."
ALT-0211,en,Part 14: Practical Projects,P14,Project 14: Video Generation Dataset: From Video Source to T2V-ready Data Pipeline,docs/en/part14/p14_video_generation.md,81,P14-1,P14 Video Generation Data Pipeline,P14 Video Generation Data Pipeline,docs/images/part14/Luo-Project14-Fig04-EN.svg,yes,4401x1816,svg,"English architecture diagram of the video generation data pipeline. This diagram shows how text-to-video training data is processed from source loading to manifest release. Video data passes through scene detection, motion filtering, aesthetic scoring, VLM captioning, and shot tagging to produce samples with textual, motion, and style information. The pipeline also includes resume safety, shard execution, OOM degradation, evidence asset saving, and release gates, supporting stable, auditable, and compliant large-scale video data processing.",
ALT-0212,en,Part 14: Practical Projects,P14,Project 14: Video Generation Dataset: From Video Source to T2V-ready Data Pipeline,docs/en/part14/p14_video_generation.md,524,P14-2,frame1,frame1,docs/images/part14/Luo-Project14-Fig01.jpg,yes,448x252,jpg,"Table P14-12: Example of multi-frame sampling from a video clip The figure shows two sampled frames from the output data. The clip presents a coastal scene filmed from a high-altitude aerial perspective: deep blue water continuously crashes against rugged reef formations, white foam forms clearly at the edges of the dark rock faces, and sparse green vegetation distributed among the rocks preserves a degree of visual layering within the natural environment. The multi-frame...",
ALT-0213,en,Part 14: Practical Projects,P14,Project 14: Video Generation Dataset: From Video Source to T2V-ready Data Pipeline,docs/en/part14/p14_video_generation.md,524,P14-3,frame2,frame2,docs/images/part14/Luo-Project14-Fig02.jpg,yes,448x252,jpg,"Table P14-12: Example of multi-frame sampling from a video clip The figure shows two sampled frames from the output data. The clip presents a coastal scene filmed from a high-altitude aerial perspective: deep blue water continuously crashes against rugged reef formations, white foam forms clearly at the edges of the dark rock faces, and sparse green vegetation distributed among the rocks preserves a degree of visual layering within the natural environment. The multi-frame...",
ALT-0214,en,Part 14: Practical Projects,P15,Project 15: Building an Enterprise Semantic BI Assistant with DataAgent,docs/en/part14/p15_dataagent_semantic_nl2sql_agent.md,11,P15-1,DataAgent semantic BI assistant engineering chain,DataAgent semantic BI assistant engineering chain,docs/images/part14/Cao-Project15-Fig03-EN.png,yes,1536x1024,png,"Eight-step DataAgent semantic BI engineering chain showing a business question moving through scenario prompt and task planning, semantic-layer schema retrieval, NL2SQL generation, SQL validation and execution, CSV and SQL asset persistence, report generation, and final trace-based acceptance evaluation.",
ALT-0215,en,Part 14: Practical Projects,P15,Project 15: Building an Enterprise Semantic BI Assistant with DataAgent,docs/en/part14/p15_dataagent_semantic_nl2sql_agent.md,143,P15-2,"DataGallery ecosystem architecture around DataAgent, Semantic Service, Data Studio, Data Ops, and foundation infrastructure","DataGallery ecosystem architecture around DataAgent, Semantic Service, Data Studio, Data Ops, and foundation infrastructure",docs/images/part14/Cao-Project15-Fig08.svg,yes,1657x1399,svg,"DataGallery ecosystem architecture for DataAgent, showing DataGallery Core connecting Data Studio and DataOps, the Data Intelligence Framework, DataAgent SDK, agent engine capabilities, semantic distributed runtime, data system services, agent UI, benchmark evaluation, models, data infrastructure, and hardware.",
ALT-0216,en,Part 14: Practical Projects,P15,Project 15: Building an Enterprise Semantic BI Assistant with DataAgent,docs/en/part14/p15_dataagent_semantic_nl2sql_agent.md,579,P15-3,Runtime flow of the DataAgent enterprise semantic BI assistant,Runtime flow of the DataAgent enterprise semantic BI assistant,docs/images/part14/Cao-Project15-Fig07-EN.svg,yes,1800x1120,svg,"Sequence diagram of the DataAgent enterprise semantic BI runtime flow, where a user question is parsed by the main agent, sent to an NL2SQL tool and sub-agent, enriched by semantic service metadata, executed against a business database, saved as SQL and CSV assets, and returned with explanation, file paths, and risk notes.",
ALT-0217,en,Part 2: Text Pre-training Data Engineering,Ch04,"Chapter 4: Data Sources, Acquisition, and Copyright",docs/en/part2/ch04_data_sources.md,63,2026-04-01T00:00:00,Figure 4-1: Layered map of pre-training data sources,Figure 4-1: Layered map of pre-training data sources,docs/images/part2/Yu-Chap04-Fig01.svg,yes,768x768,svg,"Layered hierarchical map of pre-training data sources. It utilizes a three-layer taxonomy that categorizes mainstream sources—such as open web, forums and Q&A, encyclopedias, code, academic papers, books, enterprise internal data, and user feedback—based on processing complexity, knowledge density, and license risk, while providing typical reference ranges for data mixing strategies.",
ALT-0218,en,Part 2: Text Pre-training Data Engineering,Ch04,"Chapter 4: Data Sources, Acquisition, and Copyright",docs/en/part2/ch04_data_sources.md,266,2026-04-02T00:00:00,Figure 4-2: Data ingestion and provenance chain,Figure 4-2: Data ingestion and provenance chain,docs/images/part2/Yu-Chap04-Fig02.svg,yes,768x768,svg,"Data ingestion and provenance chain flowchart. It traces the data lifecycle from initial source contact, through acquisition, parsing, cleaning, and storage, to final archiving. The diagram highlights how each processing stage appends specific metadata and audit records to a central 'Provenance Ledger', thereby forming a complete, auditable data-lineage chain.",
ALT-0219,en,Part 2: Text Pre-training Data Engineering,Ch05,"Chapter 5: Cleaning, Deduplication, and Decontamination",docs/en/part2/ch05_cleaning_dedup.md,55,2026-05-01T00:00:00,Figure 5-1: Overview Flowchart of the Cleaning and Decontamination Pipeline,Figure 5-1: Overview Flowchart of the Cleaning and Decontamination Pipeline,docs/images/part2/Yu-Chap05-Fig01.svg,yes,768x768,svg,"Overview flowchart of a collaborative data cleaning and decontamination pipeline. The multi-stage quality gate illustrates the sequential processing of raw corpus into candidate training data. It shows the progressive flow through rule-based filtering, model-based scoring, deduplication, PII redaction, test-set decontamination, and ultimately manual spot-checks, demonstrating how different defect types are systematically eliminated.",
ALT-0220,en,Part 2: Text Pre-training Data Engineering,Ch05,"Chapter 5: Cleaning, Deduplication, and Decontamination",docs/en/part2/ch05_cleaning_dedup.md,410,2026-05-02T00:00:00,Figure 5-2: Quality Filtering Funnel and Spot-Check Feedback Loop,Figure 5-2: Quality Filtering Funnel and Spot-Check Feedback Loop,docs/images/part2/Yu-Chap05-Fig02.svg,yes,768x768,svg,"Quality filtering funnel and spot-check feedback loop diagram. The left side features a funnel representing the data retention rate at each stage (rule-based filtering, model scoring, and deduplication). The right side illustrates a cyclic feedback loop where scheduled manual spot-checks identify noise or false positives, which then drive the continuous, iterative optimization and write-back of the filtering rules.",
ALT-0221,en,Part 2: Text Pre-training Data Engineering,Ch06,"Chapter 6: Tokenization, Serialization, and Efficient Loading",docs/en/part2/ch06_tokenization_loading.md,324,2026-06-01T00:00:00,Figure 6-1: Throughput Bottleneck Diagnosis Flowchart,Figure 6-1: Throughput Bottleneck Diagnosis Flowchart,docs/images/part2/Wang-Chap06-Fig01.svg,yes,768x768,svg,"Throughput bottleneck diagnosis flowchart structured as a three-level decision tree. Initiated by the symptom of abnormal or low GPU utilization, the decision paths guide the user to investigate and isolate disk I/O bottlenecks, CPU preprocessing bottlenecks, and PCIe transfer bottlenecks, detailing specific metrics to monitor and corresponding remediation steps for each issue.",
ALT-0222,en,Part 2: Text Pre-training Data Engineering,Ch06,"Chapter 6: Tokenization, Serialization, and Efficient Loading",docs/en/part2/ch06_tokenization_loading.md,400,2026-06-02T00:00:00,Figure 6-2: Training Input Pipeline Layer Diagram,Figure 6-2: Training Input Pipeline Layer Diagram,docs/images/part2/Wang-Chap06-Fig02.svg,yes,768x768,svg,"Layered architecture diagram of an LLM training input pipeline. It depicts the complete five-stage sequential data path: tokenization, serialization, data mixing, and packing, culminating in DataLoader GPU feeding. The diagram explicitly annotates the two highest-frequency performance bottleneck risk points at the bottom: disk I/O constraints and CPU-GPU memory transfer limits.",
ALT-0223,en,Part 2: Text Pre-training Data Engineering,Ch07,"Chapter 7: Data Evaluation, Quality Closed Loop, and Operational Iteration",docs/en/part2/ch07_data_operations.md,63,2026-07-01T00:00:00,Figure 7-1: Data Operations Flywheel,Figure 7-1: Data Operations Flywheel,docs/images/part2/Wang-Chap07-Fig01.svg,yes,768x768,svg,"Data operations flywheel diagram illustrating the cross-functional coordination between data and model engineers. The left side depicts the high-cost, manual startup zone. The right side shows a self-reinforcing, low-cost cycle of automated, high-quality data assets, driven by continuous loops of data production, model evaluation anomalies, root-cause analysis, rule write-backs, and asset reuse.",
ALT-0224,en,Part 2: Text Pre-training Data Engineering,Ch07,"Chapter 7: Data Evaluation, Quality Closed Loop, and Operational Iteration",docs/en/part2/ch07_data_operations.md,280,2026-07-02T00:00:00,Figure 7-2: Data Evaluation Feedback Loop,Figure 7-2: Data Evaluation Feedback Loop,docs/images/part2/Wang-Chap07-Fig02.svg,yes,848x708,svg,"Data evaluation feedback loop diagram showing a circular, closed-loop architecture. The process proceeds from sampling-based blind reviews and overall status monitoring to the identification of metric anomalies. These anomalies trigger root-cause investigations, which then lead to targeted system governance actions and filtering rule updates to rectify the pipeline.",
ALT-0225,en,Part 3: Multimodal Data Engineering,Ch08,Chapter 8: Image-Text Pair Data Engineering,docs/en/part3/ch08_multimodal_image.md,58,2026-08-01T00:00:00,Figure 8-1: Overview of image-text data engineering,Figure 8-1: Overview of image-text data engineering,docs/images/part3/Yu-Chap08-Fig01.svg,yes,768x768,svg,"Overview flowchart of multimodal image-text data engineering. The pipeline originates from DOM-tree extraction and PDF parsing, advancing through image download, format parsing, and watermark filtering. It then proceeds to CLIP-based semantic alignment, recaptioning, dynamic slicing, interleaved-sequence assembly, and final tokenized representation, with distributed computing and metadata tracking supporting the entire pipeline.",
ALT-0226,en,Part 3: Multimodal Data Engineering,Ch08,Chapter 8: Image-Text Pair Data Engineering,docs/en/part3/ch08_multimodal_image.md,256,2026-08-02T00:00:00,Figure 8-2: Image semantic alignment and filtering flow,Figure 8-2: Image semantic alignment and filtering flow,docs/images/part3/Yu-Chap08-Fig02.svg,yes,768x840,svg,"Image semantic alignment and filtering flowchart utilizing a quantitative decision tree. It shows initial heuristic quality filtering, followed by CLIP scoring. Low-match samples are rejected; medium-match, high-value images are routed to a recaptioning and OCR injection pipeline for enhancement. Finally, images undergo dynamic multi-resolution slicing or zero-padding before ingestion into the training pool.",
ALT-0227,en,Part 3: Multimodal Data Engineering,Ch08,Chapter 8: Image-Text Pair Data Engineering,docs/en/part3/ch08_multimodal_image.md,272,2026-08-03T00:00:00,Figure 8-3: AnyRes dynamic multi-resolution patching,Figure 8-3: AnyRes dynamic multi-resolution patching,docs/images/part3/Yu-Chap08-Fig03.svg,yes,768x382.5,svg,"AnyRes dynamic multi-resolution patching diagram. It illustrates a high-resolution panoramic input image that avoids square-compression distortion. Instead, an adaptive grid divides the image into 1x3 native-resolution local patches. These patches are then paired with a down-sampled global thumbnail, preserving both high-frequency local detail and global semantic context before entering the vision encoder.",
ALT-0228,en,Part 3: Multimodal Data Engineering,Ch09,Chapter 9: Re-captioning and Document Understanding,docs/en/part3/ch09_recaptioning_ocr.md,165,2026-09-01T00:00:00,Figure 9-1: Recaptioning and OCR dual-track enhancement,Figure 9-1: Recaptioning and OCR dual-track enhancement,docs/images/part3/Yu-Chap09-Fig01.svg,yes,768x768,svg,"Recaptioning and OCR dual-track enhancement flowchart. The left track focuses on semantic vision, utilizing visual recaptioning for dense narrative descriptions and grounding bounding boxes. The parallel right track extracts structural text via DOM layout segmentation, OCR, and table matrices. Both streams merge into a unified hybrid supervision template, enriching the sample with discrete coordinate bounding box injections.",
ALT-0229,en,Part 3: Multimodal Data Engineering,Ch09,Chapter 9: Re-captioning and Document Understanding,docs/en/part3/ch09_recaptioning_ocr.md,197,2026-09-02T00:00:00,Figure 9-2: Document structure layout-to-token mapping,Figure 9-2: Document structure layout-to-token mapping,docs/images/part3/Yu-Chap09-Fig02.svg,yes,768x768,svg,"Document layout-to-token mapping diagram. The left side displays a complex, two-column academic report page. The process uses layout detection bounding-box arrays to identify titles, text, charts, and formula regions. The right side illustrates how specialized models parse these regions, converting the visual layout into a hierarchical Markdown structure and rich text tokens annotated with absolute discrete coordinates.",
ALT-0230,en,Part 3: Multimodal Data Engineering,Ch10,Chapter 10: Video and Audio Data Engineering,docs/en/part3/ch10_video_audio.md,56,2026-10-01T00:00:00,Figure 10-1: Distributed audio-video alignment pipeline,Figure 10-1: Distributed audio-video alignment pipeline,docs/images/part3/Wang-Chap10-Fig01.svg,yes,768x768,svg,"Distributed audio-video alignment pipeline diagram. It shows raw mixed videos entering a video lake and being split into parallel visual and acoustic tracks. Visual-frame extractors and acoustic separators process features independently. The dual streams then converge in a temporal alignment engine that synchronizes the timestamps, ultimately transforming the data into aligned, multimodal JSONL samples.",
ALT-0231,en,Part 3: Multimodal Data Engineering,Ch10,Chapter 10: Video and Audio Data Engineering,docs/en/part3/ch10_video_audio.md,68,2026-10-02T00:00:00,Figure 10-2: Adaptive shot-boundary detection and semantic leakage prevention,Figure 10-2: Adaptive shot-boundary detection and semantic leakage prevention,docs/images/part3/Wang-Chap10-Fig02.svg,yes,840x768,svg,"Adaptive shot-boundary detection and semantic leakage prevention flowchart. The upper track calculates aggregated HSV-channel color-space differences, while the parallel lower track measures optical-flow pixel displacement to capture motion. These dual tensor differences are evaluated against a dual-threshold routing logic. Exceeding the hard-cut threshold triggers a clip split, preventing semantic leakage across visually discontinuous scenes.",
ALT-0232,en,Part 3: Multimodal Data Engineering,Ch10,Chapter 10: Video and Audio Data Engineering,docs/en/part3/ch10_video_audio.md,84,2026-10-03T00:00:00,Figure 10-3: Large-scale ASR extraction and temporal calibration,Figure 10-3: Large-scale ASR extraction and temporal calibration,docs/images/part3/Wang-Chap10-Fig03.svg,yes,768x768,svg,"ASR extraction and temporal calibration comparison diagram. The top section demonstrates how traditional ASR suffers from cumulative temporal drift and semantic errors over time. The bottom section details the WhisperX calibration process, utilizing VAD slicing, multi-path acoustic decoding, and a DTW phoneme-level forced-alignment matrix to strictly align word-level text tokens with their corresponding acoustic waveform troughs.",
ALT-0233,en,Part 3: Multimodal Data Engineering,Ch10,Chapter 10: Video and Audio Data Engineering,docs/en/part3/ch10_video_audio.md,106,2026-10-04T00:00:00,Figure 10-4: Cross-modal temporal calibration and geometric alignment,Figure 10-4: Cross-modal temporal calibration and geometric alignment,docs/images/part3/Wang-Chap10-Fig04.svg,yes,768x768,svg,"Cross-modal temporal calibration and geometric alignment diagram. It displays three parallel tracks: a cyan top track for visual key frames, a gray middle track for continuous acoustic features, and a coral bottom track for discrete text tokens. A vertical temporal lock anchors a specific timestamp, binding the visual action, the audio waveform trough, and the precise start-time text token into a synchronized, unified JSONL sample.",
ALT-0234,en,Part 3: Multimodal Data Engineering,Ch11,Chapter 11: Cross-modal Alignment and Fusion,docs/en/part3/ch11_cross_modal_alignment.md,70,2026-11-01T00:00:00,Figure 11-1: Three-level cross-modal alignment pyramid,Figure 11-1: Three-level cross-modal alignment pyramid,docs/images/part3/Wang-Chap11-Fig01.svg,yes,768x768,svg,"Three-level cross-modal alignment pyramid diagram illustrating alignment granularity. The broad base represents micro-level, object-level alignment based on bounding boxes. The middle layer shows segment-level alignment using DTW temporal synchronization for video and audio. The apex represents macro, document-level alignment, focusing on long-context interleaved ordering of multi-image and text sequences.",
ALT-0235,en,Part 3: Multimodal Data Engineering,Ch11,Chapter 11: Cross-modal Alignment and Fusion,docs/en/part3/ch11_cross_modal_alignment.md,123,2026-11-02T00:00:00,Figure 11-2: Multimodal fusion and hard-negative mining pipeline,Figure 11-2: Multimodal fusion and hard-negative mining pipeline,docs/images/part3/Wang-Chap11-Fig02.svg,yes,768x768,svg,"Multimodal fusion sample design and hard-negative mining pipeline diagram. It shows independent image, audio, and text data pools feeding into a central JSONL assembly process. Specialized placeholder grids map the multimedia content into discrete token positions within the text. Finally, the decoupled streams are packed into uniform fusion tensor blocks, ready for downstream pretraining ingestion.",
ALT-0236,en,Part 4: Instruction Fine-tuning and Preference Data,Ch12,Chapter 12: SFT Data Design and Instruction System,docs/en/part4/ch12_sft.md,271,2026-12-01T00:00:00,Figure 12-1: Architecture Diagram of the SFT Instruction System,Figure 12-1: Architecture Diagram of the SFT Instruction System,docs/images/part4/Yu-Chap12-Fig01-ZH.svg,yes,4376x2382,svg,"Architecture Diagram of the SFT Instruction System. This diagram shows a layered framework for designing supervised fine-tuning instructions. Instruction data covers general tasks, skill-oriented tasks, domain-specific tasks, and system-level tasks, and is organized into the system layer, instruction layer, context layer, and response layer. These layers define model roles, behavioral boundaries, task objectives, output requirements, contextual knowledge, tool results, and response constraints, supporting single-turn, multi-turn, tool-assisted, and constrained-output applications.",
ALT-0237,en,Part 4: Instruction Fine-tuning and Preference Data,Ch12,Chapter 12: SFT Data Design and Instruction System,docs/en/part4/ch12_sft.md,586,2026-12-02T00:00:00,Figure 12-2: Schematic of the Sample Generation and Acceptance Feedback Loop,Figure 12-2: Schematic of the Sample Generation and Acceptance Feedback Loop,docs/images/part4/Yu-Chap12-Fig02-ZH.svg,yes,4349x3232,svg,"Schematic of the Sample Generation and Acceptance Feedback Loop. This diagram shows a closed-loop process centered on the main dataset version and frozen release. Dataset construction begins with task decomposition and capability mapping, followed by template design, few-shot example configuration, sample generation and annotation, quality assurance and scoring, failed sample recovery, error attribution, and template revision. The workflow also incorporates coverage checks, normalization consistency, sample quality gates, error identification, long-tail completion, and regression testing to support stable and traceable dataset iteration.",
ALT-0238,en,Part 4: Instruction Fine-tuning and Preference Data,Ch13,Chapter 13: Preference Data and Reward Signals,docs/en/part4/ch13_preference.md,85,2026-01-13T00:00:00,Figure 13-1: Flowchart from preference data to reward signal,Figure 13-1: Flowchart from preference data to reward signal,docs/images/part4/Yu-Chap13-Fig01-ZH.svg,yes,4705x1909,svg,"Flowchart from preference data to reward signal. This diagram shows a closed-loop alignment training workflow for large models, from task input to online feedback. Candidate answers are first generated and compared through preference annotation by humans or rule systems. The results are then aggregated across dimensions such as safety, fluency, instruction following, and factuality to construct reward signals and training objectives. After optimization with methods such as DPO, RM, RLAIF, or PRM, the model is updated, evaluated online, and improved through feedback-driven iteration.",
ALT-0239,en,Part 4: Instruction Fine-tuning and Preference Data,Ch13,Chapter 13: Preference Data and Reward Signals,docs/en/part4/ch13_preference.md,275,2026-02-13T00:00:00,Figure 13-2: Schematic of multi-objective preference trade-offs,Figure 13-2: Schematic of multi-objective preference trade-offs,docs/images/part4/Yu-Chap13-Fig02-ZH.svg,yes,4077x2300,svg,"Schematic of multi-objective preference trade-offs. This diagram shows how large-model responses can be selected by balancing multiple metrics, including correctness, helpfulness, compliance, and conciseness. Each point represents a candidate answer, with color indicating its conciseness score. Dominated points are outperformed by other candidates, while points on the Pareto frontier represent efficient trade-offs among competing objectives. The red point marks the final business-selected answer, showing that deployment decisions often combine metric performance with business preferences and additional constraints.",
ALT-0240,en,Part 4: Instruction Fine-tuning and Preference Data,Ch14,"Chapter 14: Annotation Platforms, QA Systems, and Data Operations",docs/en/part4/ch14_qa.md,374,2026-01-14T00:00:00,Figure 14-1: LLM Annotation Platform Workflow Diagram,Figure 14-1: LLM Annotation Platform Workflow Diagram,docs/images/part4/Zhang-Chap14-Fig01-ZH.svg,yes,4267x1147,svg,"LLM Annotation Platform Workflow Diagram. This diagram shows the end-to-end governance process of an LLM-based annotation platform, from data import to result export. Data passes through task modeling, template configuration, sample stratification, human annotation, model-assisted annotation, automatic verification, pre-review, arbitration, and rework before producing validated annotation results and accumulated knowledge. Quality control loops and operational oversight help identify annotation issues, trigger review and rework, and monitor platform performance through dashboards.",
ALT-0241,en,Part 4: Instruction Fine-tuning and Preference Data,Ch14,"Chapter 14: Annotation Platforms, QA Systems, and Data Operations",docs/en/part4/ch14_qa.md,473,2026-02-14T00:00:00,Figure 14-2: Human–Machine Collaborative QA Loop Diagram,Figure 14-2: Human–Machine Collaborative QA Loop Diagram,docs/images/part4/Zhang-Chap14-Fig02-ZH.svg,yes,3425x2458,svg,"Human–Machine Collaborative QA Loop Diagram. This diagram shows a closed-loop quality assurance process for an annotation platform. Incoming samples are first processed through model pre-checking, risk tagging, and human pre-review, followed by human re-review and arbitration for disputed cases. Error attribution drives knowledge base updates, rule and example synchronization, and model rule updates, which are then fed back into later sample processing. The workflow also supports supplier training and operational dashboards to continuously improve annotation quality and platform governance.",
ALT-0242,en,Part 5: Synthetic Data Engineering,Ch15,Chapter 15: Synthetic Data Factory: From Seed to Verification,docs/en/part5/ch15_data_synthesis.md,162,2026-01-15T00:00:00,Figure 15-1: Synthetic Data Factory Flow Diagram,Figure 15-1: Synthetic Data Factory Flow Diagram,docs/images/part5/Wang-Chap15-Fig01-ZH.svg,yes,4367x2091,svg,"Synthetic Data Factory Flow Diagram. This diagram shows a synthetic data production workflow from demand input to data publication and training evaluation. Task definitions, seed data, and template libraries are coordinated by a factory scheduling center, where generator model clusters and collaborative models produce and review samples. The outputs pass through rule filtering, discriminator models, human sampling, and quality gates before qualified data is published to the repository and used by training or evaluation systems. Failed samples are returned through a feedback loop, while the pipeline balances cost, throughput, and quality.",
ALT-0243,en,Part 5: Synthetic Data Engineering,Ch15,Chapter 15: Synthetic Data Factory: From Seed to Verification,docs/en/part5/ch15_data_synthesis.md,511,2026-02-15T00:00:00,Figure 15-2: Quality Gate and Feedback Loop Diagram,Figure 15-2: Quality Gate and Feedback Loop Diagram,docs/images/part5/Wang-Chap15-Fig02-ZH.svg,yes,4317x2173,svg,"Quality Gate and Feedback Loop Diagram. This diagram shows a quality control workflow that turns generated candidate samples into a releasable dataset. Candidate samples pass through gates for format, specification, correctness, diversity, complexity, and safety or risk. Failed samples are triaged and attributed to repair actions such as seed revision, template revision, model dispatch adjustment, rule revision, or human review. Through continuous feedback and dashboard monitoring, the system tracks pass rate, rejection rate, repair rate, and sample cost to steadily improve data quality.",
ALT-0244,en,Part 5: Synthetic Data Engineering,Ch16,Chapter 16: Knowledge Distillation and Model Collaboration,docs/en/part5/ch16_distillation.md,345,2026-01-16T00:00:00,Figure 16-1: Multi-Model Collaborative Generation Timing Diagram,Figure 16-1: Multi-Model Collaborative Generation Timing Diagram,docs/images/part5/Wang-Chap16-Fig01-ZH.svg,yes,4011x1900,svg,"Multi-Model Collaborative Generation Timing Diagram. This diagram shows a collaborative data generation workflow from task input to student model training and evaluation feedback. After task routing, reasoning, retrieval, style, and tool teacher models generate candidate samples in parallel. A referee model scores and ranks the candidates, and a rule filter selects qualified samples for the distillation repository. The accumulated samples are used to train the student model, whose evaluation results are fed back into task routing and generation to form an iterative improvement loop.",
ALT-0245,en,Part 5: Synthetic Data Engineering,Ch16,Chapter 16: Knowledge Distillation and Model Collaboration,docs/en/part5/ch16_distillation.md,578,2026-02-16T00:00:00,Figure 16-2: Distillation Sample Validation Flow Diagram,Figure 16-2: Distillation Sample Validation Flow Diagram,docs/images/part5/Wang-Chap16-Fig02-ZH.svg,yes,4325x1994,svg,"Distillation Sample Validation Flow Diagram. This diagram shows a closed-loop workflow for verifying and applying distillation samples. Teacher models generate multiple candidate samples, which are scored by a referee model and filtered through rule verification, tool execution verification, and human spot checks. Passed samples are stored in the qualified sample repository for student training, offline evaluation, and online A/B verification, while failed samples are collected for feedback-driven regeneration to continuously improve distillation data quality.",
ALT-0246,en,Part 5: Synthetic Data Engineering,Ch17,Chapter 17: Synthetic Data Quality Control and Model Collapse,docs/en/part5/ch17_quality.md,337,2026-01-17T00:00:00,Figure 17-1: Synthetic Data Risk Propagation Mechanism Diagram,Figure 17-1: Synthetic Data Risk Propagation Mechanism Diagram,docs/images/part5/Zhang-Chap17-Fig01-ZH.svg,yes,4265x2221,svg,"Synthetic Data Risk Propagation Mechanism Diagram. This diagram shows how synthetic data risks can be amplified through model training and online feedback. After generated data is published and reused in later training cycles, early signals may appear as quality drift, distribution narrowing, and accumulated errors. When these signals are further reinforced by online traffic feedback, the trained model may gradually move away from the real data distribution, leading to late-stage performance degradation or model collapse. The mechanism highlights the need for continuous monitoring and feedback isolation when using synthetic data.",
ALT-0247,en,Part 5: Synthetic Data Engineering,Ch17,Chapter 17: Synthetic Data Quality Control and Model Collapse,docs/en/part5/ch17_quality.md,498,2026-02-17T00:00:00,Figure 17-2: Synthetic Data Quality Gate and Rollback Strategy Flowchart,Figure 17-2: Synthetic Data Quality Gate and Rollback Strategy Flowchart,docs/images/part5/Zhang-Chap17-Fig02-ZH.svg,yes,4378x2335,svg,"Synthetic Data Quality Gate and Rollback Strategy Flowchart. This diagram shows a risk control process for synthetic data from development validation to production deployment. Generated samples pass through automatic validation, human spot checks, distillation quality review, pre-training mixture review, and offline evaluation, while failed samples are returned for generation or review. Validated data enters gray-scale release and online monitoring, where a canary release gate checks production risk. When anomalies are detected, the system triggers risk alerts, version freezes, rollbacks, template revision, real-data back-injection, and reduction of the synthetic data proportion.",
ALT-0248,en,Part 6: Reasoning and Agent Data Engineering,Ch18,Chapter 18: Chain-of-Thought and Reasoning Data Engineering,docs/en/part6/ch18_cot.md,198,2026-01-18T00:00:00,Figure 18-1: Reasoning Data Construction and Verification Workflow,Figure 18-1: Reasoning Data Construction and Verification Workflow,docs/images/part6/Yu-Chap18-Fig01-ZH.svg,yes,4256x2108,svg,"Reasoning Data Construction and Verification Workflow. This diagram shows a reasoning-data production workflow from task definition to training-set release. The process defines target domains, reasoning types, and evaluation criteria, then uses real-world and synthetic questions to generate draft answers and reasoning chains. Different trace formats, such as CoT, scratchpad, PoT, and ToT, are selected and verified through rules, execution checks, unit testing, and judge models. Failed samples are categorized, reviewed, and regenerated, producing a difficulty-stratified and versioned training dataset.",
